comment,emotion
谁不想成为丁真，一瞬间跨越阶级，享受上层社会，千万人为他服务也得到他的荫蔽[微笑]普通人妄想跨越阶级本就是笑话,-1
这春晚改编版根本没原版好听,1
其实这个视频里面看，发现丁真的长相确实挺有感染力的，即使在知道事情的情况下，也感觉有些镜头，笑起来，背后是草原，小马，黑黑的脸，不是在草原在城市里眼睛里好像也有一些好奇的那种目光，如果不搞网络的城里人可能真的会被这种样子感染到。,1
这枪和腾龙感觉就是纯打头枪，不打头和别人对枪压根对不过,-1
大姨大姨，你祝福完高考生了，能瞅瞅我们中考生嘛~今年6月也要中考了，可以祝孩子中考加油嘛[保卫萝卜_哇]@绵羊料理,1
看完了? 亏了20+ 下期就不看了? 我请大家去3楼,-1
直接不分盘了，一个t的c盘,0
哈哈狠狠点赞，多推送这些答辩大家一起吃[笑哭],1
啊，肉串，沙葱、烤馍，杏皮茶、蜂蜜水果酸奶碗、香香的[妙啊],1
恭喜你，已经走上了很多人都达到不到的起点了，一路顺风[呲牙],1
所以说原神一直是有她的生命力的，其不在于重复机械的刷取圣遗物，也不在于各种角色厨之间的党争羽斗，更不在于强制的繁琐任务，而在于旅行与探索，是结交不同的朋友，悠游于不同的风物与特色，聆听引人入胜的故事，见证独一无二的世界[给心心],0
良作无人，按理来说这个应该大火，结果4个小时才两万播放[辣眼睛],-1
咋说呢，我本来也感觉长大之后时间过得越来越快，一件事几天也做不完。直到有一天我起的很早，发现一整天过得极其漫长，在这一天我做了很多事，高效完成了平时几天才能做完的工作。我才意识到时间也许没有走的那么快，只是我睡眠花掉了太多时间[笑哭],0
这么一路开骑车莫名的解压,1
全b站最上头的叠词词区美食up主十岁生日快乐[公主连结五周年表情包_满足],1
作为一个四川人，永远无法忘记那一天，从那一天以后，我就一直把家人和自己的健康看作第一位，能健健康康的生活，其实已经是莫大的幸福了,1
弹幕看到有人说“为什么现在还有过的这么苦的人”，其实这样的家庭还有很多，不只是山东，云南这边也有。云南这边大多数是因为小女孩嫁人特别早，夫家又都是农村的，没有什么收入来源，up的好心真的让我很感动[大哭]我看到小孩这样眼睛一下就进沙子了[大哭][大哭]只能投两个币稍微尽一点力[大哭][大哭]希望小男孩以后生活可以天天开心,1
小学的时候我爸分别一百给我和我妹，两人到学校捐的，那会儿多数都捐五毛一块，每次想到捐款这事都挺自豪的，能为更多的人帮助,1
"别的不说，里面出场的游戏，我都认识真的给我很大一个惊喜，我真的做梦都不敢想我喜欢的游戏角色都在酒店里互动，而且互动的每一个细节都很对他们的人设，
niko，玛德琳，茶杯头，铲子大叔，小骑士
让我做梦都不敢想，这几位的能站在一起[笑哭]
活着真好尤其是在外面冰天雪地的战斗氛围，显酒店更温暖（顺便小骑士默默记录太可爱了）",-1
这模式打得让人容易红温，连这模式是什么都不清楚的一群人在那抢指挥官，然后连麦都不开，高价值高威胁也不会标，打到一半不是挂机就是退出，绝了[doge][doge],0
真的可以听这么远嘛？这不直接警家听匪家了,-1
北京地道看着只让人犯恶心，天津地道虽然看着怪但感觉是真香啊！,1
右下角水印真是叠上叠,-1
这种文案，语调一听就像剧本,-1
"虽然才发三天，但每次刷到这个视频都点进去看一会
太解压了",1
良作无人,1
Up做的很厉害啊！光影做这么好人物手臂的渲染要继续加油，其实他的视角有一点怪，跑起来的时候感觉视角好像在脖子上,1
Amazing啊，学了这么久天文一直没能明白为什么视星等是对数定义的，大家也经常吐槽转换太麻烦了；而且天文观测到的数据做拟合时也基本都是取对数，很多人都吐槽说这样做会有假拟合（经典例子如下图），但从这个视频来看还是有一定道理的,0
没看懂,-1
实际上有可能是因为人的感知能力本身是对数的，所以才导致人发明数学时自然对应了用对数理解大自然，换句话说，不是大自然自己喜欢对数，而是人这种生物的认知结构决定的[吃瓜],1
很好。但这里是B站，所以还得练练[脱单doge],1
九牛一毛而已[大笑][大笑],-1
过去这么多年了，那年我才八岁，最后捐了四十八块零五毛（五十块钱零花钱在前一个周日买了几包辣条），我妈和我说，有无数和我一边大的孩子们正在遭受苦难，当年人小力微，现在已过十七年，祝愿当年受灾的同胞们越来越好[拥抱],1
小测下次要不要来一个国际邮轮餐厅比拼，说实话我其实挺想看各个游轮上的餐厅对比的[doge],1
16年大一Python编程课后作业就是做的这个，不过是单机，up是要做联网版吗？,1
我固执地认为，胡辣汤店的种种食品，手工做的就是比预制品要好吃。郑州很多连锁胡辣汤店为了保证效率和利润，有太多吃的明显是速冻品，最明显的就是包子和油条，小的时候看早餐店的人拿着两根长长的、最前端因为长期油炸变黑的筷子炸油条，那种油条形状各异、但味道总是焦香且口感上佳，包子笼垒起来比人还高，熟了之后端到案板或者桌子上那扑面而来的热气和香气，真的是刻在骨子里的记忆。还有一点就是以前每家每户的胡辣汤颜色都不一样，风味也不尽相同，但都有自己的忠实顾客，现在很多连锁店哪怕牌子不一样味道也差不多，无非是辣度的区别而已，完全没有特色。可是没有办法，工业化对传统食品制作的冲击是必然的，唯有衷心地祝愿这些坚持手工制作的门店，能够办的长久、守住自己的小天地。,1
地点不对，还没有伪装，方式方法也不对，各位劫匪不要相信学习，这是正义人士拍出来误导我们钓鱼我们的，请谨防上当受骗！！！,-1
哈哈哈，游戏开始和结束完全不一样，新兵蛋子变得会听命令会抱团，给up训的有组织有纪律了,1
做了我一直想做但是没资金的事[OK],1
看完不笑可以确诊抑郁了,-1
哎？嘿嘿，这是接下来要用到的神奇小道具,1
弹幕这哥们是人？三杀240发子弹打空了？,-1
突然就明白了钟离的那一句话，旅途总有一日会迎来终点，不必匆忙。原神真的很美,1
大姨我从你生存料理就开始看了，当时史上最棒炸鸡我还看你的视频尝试了一下，好怀念[脱单doge],1
标拿到了 我帅得要命 真的[脱单doge],1
不解释,-1
"从这孩子眼神各种神态可以看出来，与生活对线已经很难很坚强了。已经有点凶相了。如果没有爱的滋养，可能以后长大了会大概率走上歪路。
  但是好在，遇到了你。从他不太适应的那份局促的神态，我又看到，他孩子的那一面，突然发现他还只是个孩子啊。真好。希望这样的救赎无处不在。[支持]",1
投币回血了，下次赚回来啊[小电视_赞],1
我泪目了，没想到有一天我竟然以这种方式考进了北大[笑哭]好喜欢开头那些社团招新时的氛围……我曾经真的以为大学就应该这样,1
性价比很高了，在上海，这样的装修，也差不多这个要500-600了，稍微好点食材比如帝王蟹，波龙，和牛，需要更多价钱了。,1
两币买经验，你算个赠品吧[doge_金箍],0
所以我现在电脑被整废了，电脑小白犯的错都干了[笑哭][辣眼睛],-1
看得真的好感动好感动的！！特别是绵羊把之前视频片段放了，羊啸草莓，竹升面，史上最棒的炸鸡……居然已经过了这↑么↓久了。哭哭。绵羊真的好用心地对待视频和美食！！呜呜呜呜——想起第一个看的视频，还想起来以前经常用绵羊押韵的美食感慨去写作文[大哭][大哭][大哭][大哭][大哭][大哭]十周年快乐呀！！,1
原来是改编版（春晚那首反响不太好的）现在让原唱来在唱一遍，这波属于是端水大师了,1
人这一生有三次死亡，第一次是物理意义的死亡，它停止了呼吸。第二次是灵堂上的死亡，它向外界宣告死亡。第三次则是人心中的死亡，只要我们还记得它们，于我们的记忆中 它们永世长存。,0
游戏是让我们体验各种不同的人生，置身于各种美好的事物当中，而不是一味的氪金变强。,1
本来以为自己很小了，来看看白菜心理就平衡了（√）[天使嚣嚣REBOOT动态表情包_来海],1
真好，家里还有早餐店可以继承[星星眼],1
铲子骑士作品是什么？看了突然想玩了，这里面的独立作品多数玩过，没玩过也是略有耳闻，铲子骑士看着挺不错的，但我之前没见过[笑哭],1
感觉价格还行啊国内高端自助也要好几百不过就是去着麻烦[笑哭],1
这么有意义的一首歌也举报？看来在他们眼中丁真比人民都NB？,1
我一定也会努力的！妈妈住院，不想连累我，爸爸喝药没了，我自己退学每天打工照顾妈妈，一定会好的,1
小时候不懂事，但是学校都会组织捐款，没钱，每个人最少都捐五元，每次都跟妈妈要五十捐了（被妈妈说了，捐那么多干嘛，我觉得这是好事），也许这样也能积点德，我不想比人家少捐，虽然知道捐多少都是心意。当我知道不能玩游戏的时候（当然小时候并不知道什么原因，只知道不能玩游戏）其实我是挺烦恼的（同志请宽恕我的无知毕竟当时还小），然后到网上去查过为什么不能玩，为什么游戏是黑白的，为什么服务器会维护。只能说，我们中国人不会因为生活苦难而落泪，只会因为同胞流血流泪而心痛。虽然人类在自然灾害面前确实很渺小，但是我们是尽举国之力在互相帮助，相信国家，相信党，相信为人民服务由党领导的人民军队。我们和天比，我们确实很渺小，但是我们团结起来，我们很强大。,0
up主 谢谢你 愿这世界可以美好，哈哈哈哈哈满身就剩13块钱 充了3块钱。就算我吃了小半碗炒面吧，我是双向情感障碍现在影响饮食了 吃的多一点就会吐。感谢你同时也感谢和一样善良的人[呲牙][呲牙][呲牙],1
电脑根本不分区，就一个 C 盘,-1
@好姐妹卡卡要乐奈 @千草马希洛 @Wvvvuvy @假面骑士啵啵 @短鼻小象 @嘉然今天吃柑橘涩子 @PhysicsP @Martyrscientia @北二环的地摊贩 @幽幽水母露 天津美食是真想吃了,0
为什么时间越来越快了，是因为长大后我们把365天活成了一天，每天都是重复的上班，没有值得记忆的点，小时候可不一样，小时候每个东西对我们来说都会好奇的探索，每天经历的事都是之前没见过的，那是确确实实的365天,1
。。。骗兄弟可以，别把自己骗了。。,0
对不起，不是我不看完，而是不忍心看完……,-1
坐标米哈游总部门口，常驻钥匙房十连开出大红了！,1
绝密蒙德堵桥来，有天空之琴就先丢河里谁都不能拿，芭拉拉也不行，有鼠鼠就打暗号骗出来杀，堵桥上死活不撒等12分钟拉极限提米鸽子跳水，一个队友占蒙德城风神像飞鼠撤，跑刀的也不许撤，再剩下最后2分钟也不撒都不能撤，全都给我迷失在地图里，对了游戏开始前打把瓦找个妈妈当消耗品，最后记下杀的人名字加好友嘲讽[doge_金箍],1
有点假！,-1
很不错，羡慕有这样一群朋友陪着拍,1
作品的文案和情感表达是很优秀的，但是作为毕设，拍摄与剪辑的技巧、逻辑、美观 同样也是很重要的考量。可以看到UP拍摄的很多镜头是模糊、不稳定、镜头移动单一的，画面和剪辑手法有时无法准确匹配上文案的叙述，其实如果毕设可以是该类型内容的话，专业拍摄设备和付费的剪辑软件是可以向院系申请租用的，会对作品有较大提升。如果UP毕业后还打算从事视频制作或者数字媒体相关工作的话，建议多仔细学习技巧方面的内容。多观看一些纪录片作品，加油。,0
哈哈拍得还挺好的，主要是玩得开心,1
看不到玩法。,-1
又是高手在民间的套路，看的想吐,-1
26w还好吧[doge]很快就赚回来的,1
我对天津方便面这俩词的印象就是，霹雳秃噜一顿吃，该上学上学该上班上班,-1
呃，看完了没看懂你想干什么，交互皮套这种在ai刚兴起时就有人搞出来了，游戏里也很常见，搞不懂你到底要干什么,0
第一遍走了学术线语言学，忽然有些想说的。说来惭愧，其实号主刚开始真的只是私心奔迅哥来的，但是真正开了之后却发现我最初的想法已经在每个选择与时代的共振中慢慢脱节，虽然没有见到自己想要见到的人，但是在游玩的过程中我目的也开始改变，从最初“追随”变成了“想要”……感慨万千，因为我终于看到了在影视剧情聚焦之外，作为“主角人生里的配角”作为主角的故事，就是，很震撼。非常震撼。我现在就去补历史背景，现在就去。[大哭][大哭],0
三个可莉，绝密璃月望舒客栈堵桥+++,-1
这么多水印何意味,-1
玛德把你的视频全三连一边！！,-1
好家伙  在我眼里都是干的  肠和蛋在天津算是稀的吗,1
"视频简介：北京大学大型历史题材沉浸式互动游戏《破晓以后》上线！

起故园荒芜之思，便存经世救国之志。当五四的新潮渐落，在那破碎的年代中，你的每番抉择，每次探寻，都将决定自己的命运。

从北平到昆明，从上海到延安，从语言学家到参军入伍，从尺测古建到纸绘苍生，是作劈开暗夜的先锋炬火，还是成为延续文脉的执笔之人？

个中答案，还待诸君躬身入局，亲手寻觅。

声明：部分图片来自网络，若有侵权请联系更改或删除。

…转站友发言：
表白各位主创，从剧本到配音到立绘和配乐，都非常优秀，尤其是想表白一下徐白线的主创！没想到第一次玩就触发了这条隐藏线，…看来真是有缘呢。

   首先，优秀的配音、立绘和剧本，寥寥几笔就勾勒出徐白开场这样一个有些傲娇而理想主义的、勇敢进步的青年形象，一开始就把我吸引到了…。

我很喜欢裴多菲诗集这块的剧情:徐白初生牛犊不怕虎地觉得自己的翻译会比鲁迅要好、更刚硬、更具有政治性，颇有些“数风流人物，还看今朝”的气魄…。

    人物的走向更是一批社会矛盾激化时期，进步学生青年的缩影。我之前不了解徐白，但觉得很熟悉，因为他的人物走向特别像列宁的哥哥萨沙：作为大学进步的学生领袖，他加入民意党，参与刺杀沙皇的行动失败后被捕，家人本可以将他保释出来，但他毅然决然选择赴死，牺牲时年仅21岁。

徐白之于我们(芜思)，正如萨沙之于列宁——他们的牺牲令我们悲痛，唤起了我们的革命热情，但更进一步的是，是对他的牺牲进行反思，进一步加强武装力量和组织纪律性，

并用科学的马克思理论武装自己，比他们往前更走一步，才不会使他们白白牺牲。

    最后这个人物小传我也很喜欢，无论是剧情中的芜思、剧外作为观众的我、还是剧情创作者，仿佛都想对他说：

历史可能会遗忘你，但我们想永远记得你，更想让无产阶级的人们都记得你！

    最后借花献佛，将教员送给牺牲的印尼党员艾地的诗歌也送给殷夫：

       卜算子·悼国际共产主义战士艾地同志
                            一九六五年十二月

疏枝立寒窗， 笑在百花前。
奈何笑容难为久，春来反凋残。
残固不堪残，何须自寻烦？
花落自有花开日，蓄芳待来年。

     愿我们青年一代都得你做到“花落自有花开日，蓄芳待来年。”传承徐白的精神，传承五四的精神，试看星星之火，终成燎原势！",1
不是，量的到吗？,-1
"A—A—B—A—B—B—B—B—A—B—B—B—B—B—A—A—B—C—A(重发道歉)。
结局12，感觉就是我觉得这种选择是把自己剥离于五四了吧……总觉得一件事情得做到底，要么就不做。
每个选择的时候，我总在思考：这种妥协是否意味着与五四精神的背离？那些青年可以为了一个信念燃烧全部生命，而我却在现实考量中反复权衡。但细想之下，或许我们这代人正以另一种方式延续着这种精神——不是在街垒前振臂高呼，而是在实验室里熬过无数个通宵，在基层岗位上处理琐碎的民生问题，在平凡的日常中坚守专业理想。  
……
“我”确实在为国贡献，也在为时代忧心，这种矛盾感恰恰证明五四的血脉仍在流淌。只不过，当年的""彻底""是壮烈的牺牲，而今天的""彻底""可能是数十年如一日的坚持。我们不再需要以决绝的姿态证明什么，但依然在用行动诠释：所谓""做到底""，就是在自己选择的道路上，走得足够远、足够深。

记心理——[歪嘴][惊讶][灵魂出窍][难过][支持][保卫萝卜_哭哭][保卫萝卜_笔芯]",0
"这个赛季的改枪思路已经很明确了，有骨架狙击就上骨架狙击枪托，有斜侧战斗握把就上斜侧战斗握把，不敢说全部但起码百分之九十的改枪思路都可以这么参考。
我个人很喜欢屏息流，所以我基本都是按照聪聪的教学把据枪稳定性拉到8，剩下的平衡操纵速度和后坐力，这样改枪基本上都压得很稳，大家可以参考一下[星星眼]",1
"这个赛季的改枪思路已经很明确了，有骨架狙击就上骨架狙击枪托，有斜侧战斗握把就上斜侧战斗握把，不敢说全部但起码百分之九十的改枪思路都可以这么参考。
我个人很喜欢屏息流，所以我基本都是按照聪聪的教学把据枪稳定性拉到8，剩下的平衡操纵速度和后坐力，这样改枪基本上都压得很稳，大家可以参考一下[星星眼]",1
服务员：AAA和AA的都拿两件来，这位女士先试一下,-1
这就是起号教学吗？,-1
就算你是剧本我也认了，发二维码，我卖头牦牛,0
作为一名防灾减灾科学与工程专业的一名学生，我觉得我所学习的专业，是一个极具意义的专业。地震这些地质灾害是难以避免的，但是我相信我至少可以为防灾减灾事业做出应有的贡献。虽然灾难无情，但我没有后悔选择这门专业，因为我们至少可以减少灾害带来的伤害。纪念汶川地震之殇，铭记防灾事业之重。防灾减灾，任重道远。[拥抱][拥抱],0
糖的没边,-1
"因为UP的行为符合这句话，所以大家他的视频觉得很美好。《易传·文言传·坤文言》：君子敬以直内，义以方外，敬义立而德不孤。

意思是：用严肃恭敬的态度来保持内心的正直和真诚，用合乎道义的方式来规范自己的言行，这样兼具“敬”和“义”的有德行之人是不会孤单的，他必定会得到人们的亲近和支持。

这也是我们自己本身中国的真正的价值观，古文是这样的：

一家仁，一国兴仁；一家让，一国兴让；一人贪戾，一国作乱；其机如此。——《大学》

也希望大家一定要能够相信《易传·文言传·坤文言》，这句话：积善之家，必有余庆，积不善之家，必有余殃。指修善积德的个人和家庭，必然有更多的吉庆，作恶坏德的，必多更多的祸殃。

觉得善行很难积累的，其实可以学习了凡四训中的袁了凡先生，从一件件力所能及的小小善行开始，慢慢量变慢就成为了质变。

就像我把以上这些古圣先贤的内容和各位分享出来，各位会发现，这些内容从来就没有过时，还在熠熠生辉具有蓬勃的生命力。并不是，老掉牙的古老东西，一样还能温暖我们的血脉和生命力，滋养我们的人格和品行。",1
作者真是神人，原作动画在B站播放了20天才4万多赞，作者的解析仅仅只播放了1天就获得了5万多赞。刚开始看的时候还没3千赞，回头再看都几万赞了，生长速度简直跟哪吒刚开始的票房增长一样无法预测的快，期待再过几天后热度能越来越高，上个热门，让我们这个小圈子给大众看看，也让更多的圈内人能够知道indie cross这个同人界的神作,0
一倍镜可以用AP5000，不会被机瞄和镭射挡视野,1
我200多的飞科用了快8年了，依旧坚挺，导致我对这个品牌莫名的好感,1
莹狼:歇腿!封烟!把她补了，头（理之冠），杯（空之杯），枪（专武），沙（时之沙），毛（死之羽），花（生之花）来!,-1
哎woc了，这么夸张吗[星星眼]真的很难不被骗啊,1
哈哈基本上只有一两个没玩过[呲牙],1
就很离谱，一个人，手搓直升机，原理到设计再到制造配件，最后组装调试试飞，在我认知里这就是挑战不可能，给一个50人的小厂，在没有做过类似产品的情况下没个一两年都整不出来，别的不说，光各个零部件图纸都上千，更别说零部件制造和装配多麻烦了，也可能是我认知局限了，我觉得让一个人从学习原理到手搓飞机，至少需要8年以上的时间，更何况多几人一起干，效率能提高很多，说白了就是我觉得这视频在扯,0
我们家开饭店多年，挂糊烤肉可以不放那么多东西的，淀粉，面粉，鸡蛋，孜然，姜黄粉用泡了洋葱的水调成糊就行了，烤差不多放点盐，想吃辣的放点辣面子，就已经很好吃了,1
现在的b站环境越来越狗屎了，看完抖音快手像看看b站洗洗眼睛，没想到弹幕越来越像抖音上那种没素质的弹幕，,-1
隐形守护者引发的灵感，是吧[笑哭][doge_金箍]，一说到互动类型的游戏，而且民国时期我就秒想到隐形守护者。,0
打一棍子给个枣，直接拿捏了,-1
视频开头一说完，我就没啥兴趣了[吃瓜],-1
明天天气好也去溜一下[汤圆]看得好舒心,1
主角是肌无力吗？走路枪晃成这样,-1
简单跑了一个代码验证了一下自己的想法，代码的逻辑大概是一个变量的上界和下界都是随机的，然后再在这个上界和下界里面随机取值，最终得到的结果看图的效果是大致满足对数均匀分布的。,0
综合看下来最值得满命的，大世界，深渊，人设，剧情高光，几乎没有短板，不枉我氪了点压岁钱[脱单doge],1
也是从初中看到快大学毕业了，看到绵羊从长沙搬到上海认识了更多朋友，视频也越来越好，祝绵羊料理生日快乐！,1
试吃小哥啥时候能梦幻返场[doge_金箍]当时看给试吃小哥的黑暗料理入坑的，还挺有意思的,1
这种官号建议拉黑[doge_金箍],-1
95美元吃到这么多种类，不能说很便宜，但起码还是比较有性价比的，自助餐里这个量和种类来算用这个价算是可以的了,1
了不起纯粹的人生，是灵魂与信仰的共鸣，在喧嚣尘世中只听得到内心声音，不在乎世俗的标尺，以赤子之心穿透迷雾，用坚定步伐丈量理想，当理想照进现实，让人不由想到人生选择这个长存问题，原来可以活得如此清澈，如此厚重。,0
绵羊料理，教你活下去的料理。有谁还记得这个[保卫萝卜_哇],0
老乡，中，可不赖。虽然相隔千里之外，看到你的视频，依然能闻到酱饼胡辣汤水煎包的香味。,1
全香精也好意思发？,-1
啊啊啊啊啊！感谢遇见这个，作为一个喜欢历史但事与愿违走上理工专业道路的大学生，日常学习生活以外能看到有人去进行这种互动游戏的创作超赞！这种沉浸感下一步可以考虑结合XR技术去研发噢！祝越来越有趣哇！！1,1
最打动人心的不一定是多么华丽的词藻，也可以是质朴真诚的语言。有时候，思乡之情是可以具象为一种食物，看到UP主爸爸做的胡辣汤，一下子就想家了。我也是许昌人，祝老乡小妹妹一家生意兴隆，家人安康。[给心心][拥抱],0
18年才开始玩b站的，那时候无意刷到大姨的视频，有料理视频，也有一些vlog，看大姨的视频，感觉大姨性格超级好，视频也很有趣，就关注了，没想到我关注也有七年多了，很喜欢大姨[绵羊料理-14][绵羊料理-11],1
最后一坨屎，听取所有人的建议等于没听建议,-1
给大家科普一个脑知识，在头皮脑电记录到的电信号中，存在着周期性的振荡活动和非周期性活动，这个非周期性活动就符合幂律分布（如下图）。以前的认知神经科学研究中，都把这种非周期性活动当做大脑活动产生的无意义的噪声，但是现在越来越多的研究者开始考察它和认知功能之间的关系，并取得了一些成果。简单的说，脑活动中的这种幂律分布变化会影响个体的认知功能[脱单doge],0
非常用心的互动视频，也学到很多历史细节，点赞,1
没活了是吧 咬个打火机吧,-1
"说实话，根本不用担心他的经济问题，人到了一定程度就是这样的，就像李白一样，随便写一首诗就千金散尽还复来了，他随便卖几个专利钱就回来了。
所以你没看大叔他眼里可一点没发愁的意思，坦然泰然的，明显就是胸有成竹啊。
而且谁会白白借他那么多钱？就是因为他有本事创造这些价值，别人才借给他的，不然一般打工人试试去跟银行借？房车啥都抵押完也就几百万而已，而且后续真的赔了，有几个人能像大叔一样悠然自处，一点不慌也不怕的？",1
虽然种怎么样可能看不出来，但是里面喷不喷种我觉得大致能机器打出来，所以擦窗我觉得就是个骗局[吃瓜],0
真的符合我心中对名校的滤镜[给心心][给心心][给心心] 太棒了同学们,1
博主您好，我是北师大教育学博士，老家也是河南的。不知道小孩子有没有辅导课业方面的需求，如果有可以私信我联系方式，我可以帮忙联系免费辅导，什么学科都可以，老师都是我北师大毕业的同学朋友。将来初高中选科、择业也可以联系我，无偿提供帮助。,1
今儿这俩币投的值啊，我能乐呵俩礼拜,1
评论到底在嘲讽些什么，主创团队也没出来解释还是想为主创说几句话。首先演员基本上都是影视制作的，大家都没有学过表演，就不用这么苛刻啦。还有讨论为什么要仿拍，因为这是作业。而且主创真的很厉害，在一天内拍完调度这么复杂的戏，已经超级超级厉害了！现场氛围也超好，这不是值得鼓励的学生剧组嘛,1
游戏机，不分盘，c盘16t[笑哭],-1
只有一点点，摸摸胸部，那不就变成摸摸[笑哭][笑哭]了,-1
dism++[打call],-1
我不行了看着跟桌宠差不多啊 感觉自己几年前就玩过。。,-1
招笑指挥官，这就是琳琅天上眼里的指挥官是吧，连进攻锋线都不能画,-1
"（超长评-自以为的-含剧透--持续更新-谨慎！）
表白各位主创！！[给心心]啊啊啊真的好伟大一个视频，剧本，立绘，音乐真的各个方面都是顶级！该说不愧是北大么[大哭]www有时间一定要再去北大参观！这个视频一定会更火的，也期待主创老师们谈谈创作过程和感受！（花絮多来些求求了[星星眼]）视频一定会更火的，先蹲一个破十万（小破站快发力吖[生气]）
从预告片就开始蹲，昨晚发布到现在断断续续地过了几条线，但应该还没有全解锁（可怕的体量，全学生居然只用了60天[大哭]学霸们恐怖如斯）虽然有些小bug，但整体体验下来也超棒的！（也许后续会维护？）用回溯去刷不同结局时真的感动哭了，选择不同，人生不同，然在破晓以后的年代，无论何种选择都是精神的延续与火种的传播！[大哭]（好像是哪个结局里的意思，写不出编剧老师那么有力的文字，意思一下叭[捂脸]）",1
绵羊姐姐10周年快乐！19年的时候关注你的那时候还是一个高中生，但是因为一些原因那段时间一直成绩很差，而且整个人都不太开心。后来遇见了你才让我有了动力！！最终考到了理想的大学。去年bw很幸运能够遇见你！因为太紧张了，所以跟你打招呼的时候手一直在抖甚至跟你合照的时候也是（很丢脸……绵羊姐姐还安慰说不要紧张人真的太好了[大哭][大哭]）但是我还是蛮开心的真的很幸运能够遇到你！今年要大学毕业了，希望能够找到一份工作呀，也希望绵羊姐姐能够一直保持初心做下去呀[打call]（附上合照原谅丑丑的我。。。,1
去年就说暑假能成功，但是都现在了，素质堪忧,-1
"大学生笔记本纯人工跑刀可全程录屏开直播,
6.5r=100w 
65r=1000w
130r=2000w
9格6.5元100W
6格7元100W
4格8元100W
可留红留任务物品  上下号截图
主打真诚 服务好 包满意",1
低配置显卡:,-1
这些东西不是早就有了，OPPO的互动周末目前感觉是挺好的了，翻页开屏充电都有相应的电话，电脑上桌宠也一大堆，搞得好像很稀奇一样的[百变星瞳_两眼一黑],1
好感动，大姨十年来厨艺变强了，视频也越做越好，但是一直不变的是大姨做视频带给我们的快乐和愉悦呀～说真的，看到小瘦羊变胖的那里真的，看到你感概我也好有感慨哦～认识大姨好久了哦～预祝十岁生日快乐呀绵羊料理[给心心][给心心],1
泡面是稀的 香肠是菜 饼是干的,-1
真心被这个傻叔所打动，没有其它爱好，一心做学问[喜欢][喜欢][喜欢],1
"哇，时间过得好快，我记得第一次看绵羊大姨的视频，还不是在B站上，但就是那个炸丸子的视频，后面因为渐渐的刷不到了，就没有再看到了，直到20年，看到大姨手搓天妇罗的视频，再次看到了大姨，从那个时候起，我就一直关注着大姨（虽然那个时候我还没有转战B站）。
绵羊大姨以一直以幽默的语气和优质视频内容打动着我。不知不觉间，绵羊料理也已经来到了第十年，很高兴能看到绵羊料理从一个小小的博主到如今蝉联几年的百大UP主。祝绵羊料理接下来也会一帆风顺，粉丝数量节节上升，视频质量也会越来越好（20年瘦到90斤的愿望也一定会实现哒！）接下来的日子也很高兴能继续陪伴，祝绵羊料理十周年快乐！！！[大哭][大哭][大哭]
（大姨翻个牌子呗）",1
好吃??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1
当年亲手救过的孩子现在都长大啦，真好呀，发育起来建设国家，以后要是再有这种事情，叔还会再为你拼命的[呲牙],1
还骗成套的[热],-1
好奇完播率。这么看真的好舒服[笑哭]第一次没快进看完,1
所有模仿周星驰的，都是形似神不似。说实话拍个短片段子还行，拍电影怕是饭钱都赚不回来，,-1
一眼假，现在的网民不好忽悠了[喜极而泣],-1
孩子他妈真狠心，丢下孩子改嫁就不管了,-1
我去，大佬技术好牛逼，非常好的blender-pmx流程的解决方案，不过这一些物理，头发和布料什么需要烘焙嘛，再制作一个插件全部一起烘焙，像mmdtools的刚体烘焙一样简单，然后把模型打包了，感觉可以完美替换了以前的pmx格式模型，使用blender格式，[星星眼],1
刚下班，睡觉起来在继续[支持],1
我看了这个视频真的很害怕，我虽然才17岁，但是想到我马上18就很恐怖。以前以为可能是长大事多了的原因，不像小时候可以天天玩，你这样说是基因导致会让我真的很害怕，恐慌。我仍然天天回忆从前，甚至奇迹般的居然突然想起了刚上幼儿园的记忆，我每天视若珍宝，每天都有点懊悔没有好好享受，感觉那是最美好的时光，真的很纯粹。我看完后哭了一个晚上(明天考试没复习，，，)但是突然想到长大其实也挺好的，我从小在农村长大，那个时候的记忆真的是我最珍贵的记忆，想再回去奶奶家住也没有那种感觉了。但是现在的也是青春，也是很值得回忆吧。我一直记着小学的时候睡得早上八九点，那个阳光真的让我记了好久，门外还有弟弟下楼买零食的敲门声，现在真的感觉还在从前。但是我现在住在出租房里，已经很久没有晒到太阳了。但是长大虽然很可怕，但是我可能可以自己去西藏，可以去旅游。我从来没出过省，小时候的农村生活一直是我的精神支柱，我害怕长大，可是我已经离去了，还是享受当下吧，不然可能以后还会怀念我在出租屋里放声歌唱的夜晚。或许我以后可以实现我从前一直期望的。但时间仍然不能倒退啊，我虽然想通了，但还是一直在哭啊,1
这两天玩下来，输赢全看你家指挥官会不会说话[2024明日方舟音律联觉_精神涣散]，只要长了嘴巴玩着就是真的爽，哥们已经遇到好多天才打法了，什么d2全盾构流，c2地雷阵，c点侦查游龙，感觉真比普通攻防的人机对对碰好玩啊[汤圆],1
[兔兔岛_吃面]好吃！,1
你已经赢在起跑线上了[捂眼]一位50岁男人，已经开始筹划早餐营生（有阻力才有动力，后半生就做这咯）,1
